doc_id,clausula_id,clausula,sentimiento,confianza,tiene_negador,tiene_cuantificador_bajo,tiene_modal_atenuante,topico
7478,0,Ha sido muy dinámico y muy profesional al momento de explicar y tomar la capacidad de escuchar dudas mías y de mis compañeros,POS,0.9599,False,False,False,-1
7484,0,Me gustaron las clases,POS,0.9525,False,False,False,0
7485,0,Le entiendo,NEU,0.5477,False,False,False,1
7488,0,"Busca recursos didácticos para poder comprender mejor los temas, es una clase muy entretenida y valiosa de conocimiento",POS,0.9578,False,False,False,-1
7490,0,"Es muy buena docente, es dinámica la clase y explica muy bien",POS,0.9719,False,False,False,-1
7492,0,Nada que decir,NEU,0.5933,True,False,False,11
7493,0,"Es una clase muy interesante, e importante, la profesora utiliza de manera efectiva presentaciones, con imágenes y información sintetizada, la cual nos ayuda a estudiar y además mejora la comprensión hacia estos temas",POS,0.9518,False,False,False,-1
7495,0,Ha sido muy dinámico y muy profesional al momento de explicar y tomar la capacidad de escuchar dudas mías y de mis compañeros,POS,0.9599,False,False,False,-1
7501,0,Tiene un excelente dominio de las temáticas a tratar,POS,0.9455,False,False,False,1
7502,0,Nada en especial a resaltar,NEU,0.7605,True,False,False,11
7503,0,"Es muy buena pedagoga, sabe expresar su conocimiento",POS,0.9513,False,False,False,2
7503,1,"La dinámica del final de las clases es muy buena, deberían mantenerla en el segundo módulo",POS,0.8572,False,False,False,0
7506,0,Buena docente,POS,0.4728,False,False,False,0
7510,0,"Una de las mejores clases que hay, información muy valiosa, nos motiva a ser mejores ciudadanos a través del conocimiento",POS,0.9793,False,False,False,1
7511,0,"Está indudablemente comprometido con el proceso académico de los estudiantes, promulgando la idea de pensamiento crítico frente a diversas problemáticas",POS,0.7054,False,False,False,-1
7515,0,Nada que decir,NEU,0.5933,True,False,False,11
7516,0,"Es un profesor muy bueno, sabemos de lo que habla, y además se entiende muy bien lo que nos quiere explicar, cuando suceden cosas en nuestro entorno el también nos ayuda a entender que está pasando",POS,0.9648,False,False,False,0
7517,0,Ha sido muy dinámico y muy profesional al momento de explicar y tomar la capacidad de escuchar dudas mías y de mis compañeros,POS,0.9599,False,False,False,-1
7518,0,Interesante clase,NEU,0.5526,False,False,False,0
7523,0,Es un docente muy calmado,POS,0.8647,False,False,False,-1
7527,0,"Es muy buena docente, con sus explicaciones nos ayuda a comprender mejor los temas y nos ayuda a mejorar nuestro pensamiento critico",POS,0.9601,False,False,True,-1
7529,0,Demuestra un amplio conocimiento en la materia y su propuesta de bitácora es interesante,POS,0.9675,False,False,False,1
7532,0,"Las clases son entretenidas, la dinámica desarrolla la creatividad y permite una mejor comprensión del tema",POS,0.9317,False,False,False,0
7533,0,Es una profesora muy dedicada que enseña temas que,POS,0.95,False,False,False,2
7533,1,sean difícil los hace ver un poco más facil,NEU,0.4976,False,True,False,1
7534,0,Interesante forma de explicar y expresarse en clase,POS,0.8389,False,False,False,0
7534,1,Posee alto conocimiento de Bogotá,NEU,0.5665,False,False,False,1
7536,0,No es concreta,NEG,0.5105,True,False,False,11
7543,0,me parece que enseña bien los temas,POS,0.8272,False,False,False,-1
7546,0,Llega a tiempo a clase,NEU,0.6634,False,False,False,6
7548,0,Da un buen uso a diversas herramientas de aprendizaje y tiene una buena disposición,POS,0.9414,False,False,False,0
7551,0,"Tuve una situación particular con esta docente, y es que en mi caso particular necesito trabajar para mantenerme, ya que soy migrante, me pago mi propio arriendo, comida, servicios, universidad y demás",NEU,0.8785,False,False,False,-1
7551,1,"Le expliqué mi caso a la profesora ya que necesitaba buscar un trabajo en la tarde y esta materia es en horario de la tarde, le solicité su comprensión a la profesora ya que no trabajo por hobby sino por necesidad, e irónicamente",NEU,0.8447,True,False,False,-1
7551,2,la materia se llama Contextos y coyunturas la profesora me negó completamente cualquier tipo de compresión y/o apoyo para adaptar una metodología que me permitiera buscar un trabajo en la tarde y poder cumplir con sus asignaciones,NEG,0.6579,False,False,False,3
7551,3,"Considero que además de esta situación particular, podía haberle prestado más atención a mi caso, ya que soy un estudiante becado, y además recientemente recibí la matrícula de honor, por ser uno de los mejores promedios de la carrera de psicología",POS,0.8485,False,False,False,-1
7551,4,Nada de mi coyuntura fue tomado en cuenta,NEU,0.4934,True,False,False,11
7552,0,"La profe es de verdad increible, gran docente",POS,0.9669,False,False,False,0
7554,0,Es una clase muy divertida y las actividades didácticas la hace desarrollarse mejor,POS,0.9798,False,False,False,0
7557,0,"Muy buena profesora, explica claro y resuelve dudas si es necesario",POS,0.9663,False,False,False,0
7557,1,Fomenta el pensamiento crítico con actividades diferentes para concretar los temas,POS,0.6375,False,False,False,1
7558,0,Excelente profesora,POS,0.6124,False,False,False,0
7564,0,La profe tiene un dominio del tema increíble y hace actividades que hacen que la clase sea mucho más llevadera,POS,0.9788,False,False,False,0
7567,0,El profe es increible dando clase,POS,0.9386,False,False,False,0
7568,0,Rectoría horrible no dan respuestas,NEG,0.9594,True,False,False,3
7569,0,Excelente ser humano y docente,POS,0.9475,False,False,False,0
7570,0,Es un profesor excelente y la verdad desde el curso de Lingüística no entendemos porqué despedir injustificadamente a un Profesional tan preparado,NEG,0.8906,True,False,False,3
7571,0,"Excelente profesor,su clase es bastante interesante y enriquecedora",POS,0.9828,False,False,False,0
7571,1,"Posee una gran calidad humana y alto conocimiento en lo que se desarrolla,se desenvuelve de manera espectacular ante cualquier tema relacionado con lingüística",POS,0.9547,False,False,False,1
7576,0,"Aguante la labor de Rubio como profesor, en humanas no olvidamos y no bandó amos a nuestros profes ‼️",POS,0.8459,True,False,False,-1
7577,0,"Es puntual, explica de manera clara y eficiente el temario",POS,0.8239,False,False,False,6
7578,0,"Gran profesor, con una calidad humana increíble e inigualable",POS,0.9739,False,False,False,0
7578,1,Me parece una perdida inconmensurable que se haya ido a causa de decisiones injustas y sin razón,NEG,0.9853,True,False,False,3
7578,2,Sus clases no serán lo mismo sin él,NEG,0.7407,True,False,False,-1
7579,0,Que vuelva,NEU,0.4626,False,False,False,1
7580,0,que buen profesor,POS,0.9444,False,False,False,0
7582,0,Nada por mejorar,NEU,0.6142,True,False,True,11
7583,0,Es muy didáctico y estratégico para el aprendizaje,POS,0.9601,False,False,False,0
7584,0,"El docente se toma el tiempo de explicar los temas, logrando una clase productiva",POS,0.9464,False,False,False,-1
7588,0,Buen docente,POS,0.4926,False,False,False,0
7589,0,Es un buen profesor auqnue aveces nos enreda un poco,POS,0.774,False,True,False,0
7591,0,Hace que la clase no sea tan tediosa,NEU,0.659,True,False,False,3
7592,0,"El profe realmente es muy bueno, desde el primer semestre en estadística me pareció muy bueno haciéndose entender, este semestre en matemáticas me sorprendió aún más ya que es una rama que nunca se me ha dado bien",POS,0.9225,True,False,False,-1
7592,1,Migue al ser tan buen profe me hizo entender todos los temas de manera satisfactoria,POS,0.9704,False,False,False,0
7593,0,"Es increíble, el mejor, lo amo",POS,0.9614,False,False,False,1
7597,0,"Lo amo, es perfecto, buenas clases",POS,0.9804,False,False,False,0
7599,0,Es un muy buen profesor,POS,0.9675,False,False,False,0
7600,0,Tiene muy buena dinámica en sus clases,POS,0.9676,False,False,False,0
7602,0,"La metodología del docente me parce bien, por lo que se entiende y retroalimentación individual y grupal, refuerza el conocimiento antes de cada parcial",POS,0.9033,False,False,False,-1
7604,0,Su forma de explicar,NEU,0.5267,False,False,False,1
7606,0,Las clases son muy entretenidas y el ambiente que se genera es agradable,POS,0.9795,False,False,False,0
7607,0,Es atento y bueno en su área de experticia,POS,0.8976,False,False,False,1
7608,0,"Un profesor que se preocupa porque sus estudiantes aprendan y puedan aprobar la materia, teniendo en cuenta el aspecto humano",POS,0.7528,False,False,False,0
7611,0,Muy buen docente,POS,0.9422,False,False,False,0
7618,0,Los materiales de apoyo son claros y permiten una mejor comprensión del tema,POS,0.6869,False,False,False,1
7620,0,Muy buen docente,POS,0.9422,False,False,False,0
7625,0,buenos docentes,NEU,0.5821,False,False,False,0
7635,0,muy buen profesor,POS,0.9587,False,False,False,0
7640,0,Destaco el análisis crítico que promueve el profesor y la forma en que conecta los temas con la realidad social y política actual,POS,0.829,False,False,False,-1
7651,0,"Explica bien, es amable con los estudiantes y se preocupa por que se entienda los temas de la clase",POS,0.9223,False,False,False,0
7655,0,"excelente, una de mis clases favoritas, aprendo muchisimo",POS,0.9761,False,False,False,0
7656,0,"Sabe del tema, la clase es muy interesante",POS,0.9384,False,False,False,0
7658,0,"Muy buen profesor, sus clases son dinámicas e interesares, lo que permite una buena apropiación de los temas",POS,0.9659,False,False,False,0
7661,0,Sabe del tema,NEU,0.695,False,False,False,1
7663,0,Relaciona muy bien todos los temas con cosas de la vida cotidiana de manera que el tema queda super claro,POS,0.9108,False,False,False,1
7664,0,Evidencia dominio de los temas,NEU,0.5688,False,False,False,1
7664,1,articula ejemplos de la vida cotidiana y cuando se habla de teoría explica muy bien,POS,0.8461,False,False,False,1
7664,2,sus métodos de evaluación me parecen acertados,POS,0.8558,False,False,False,1
7664,3,atiende a las preguntas amablemente,NEU,0.7528,False,False,False,1
7664,4,hace retroalimentación,NEU,0.8365,False,False,False,15
7671,0,"Resalto la forma clara y dinámica en que el profesor explica los conceptos, haciendo que la economía se entienda desde ejemplos cotid",POS,0.7764,False,False,False,0
7674,0,"Buen docente, lastima lo hayan sacado",NEG,0.646,False,False,False,0
7681,0,Profesor perfecto para dictar su asignatura,POS,0.7216,False,False,False,0
7685,0,"Resalto del docente su claridad al explicar, su disposición para escuchar y el ambiente de confianza que genera en clase",POS,0.9118,False,False,False,-1
7688,0,Buen docente,POS,0.4926,False,False,False,0
7691,0,Dominio de los temas,POS,0.5099,False,False,False,1
7694,0,"Muy buen profesor, es muy amable y su actitud complementa un muy buen entorno académico",POS,0.9791,False,False,False,0
7699,0,Valoro la manera en que el profesor guía el proceso de investigación y motiva a pensar de forma crítica y estructurada,POS,0.8779,False,False,False,0
7702,0,Buena docente,POS,0.4728,False,False,False,0
7705,0,"Explica muy bien, tiene dominio de los temas, conecta lo teórico con problemas de la vida real, usa diferentes herramientas pata facilitar la comprensión, es amable",POS,0.9059,False,False,False,-1
7708,0,Nada que resaltar,NEU,0.5973,True,False,False,11
7720,0,"Es puntual, explica muy bien los temas, responde a las preguntas adecuadamente, hace retroalimentación, los ejercicios en clase y las tareas que asignas son de gran ayuda para comprender los temas",POS,0.9564,False,False,False,0
7729,0,Resalto la claridad con la que el profesor explica las metodologías de investigación y su disposición para resolver nuestras dudas,POS,0.824,False,False,False,0
7733,0,Refuerza los aspectos metódicos de la clase junto con casos o momentos en que se presenten los problemas económicos,NEU,0.7945,False,False,False,-1
7735,0,Tiene bueno dominio del tema,POS,0.7382,False,False,False,1
7742,0,Se ve que conoce el tema y lo entiende e iterpreta con claridad,POS,0.8369,False,False,False,1
7746,0,admiro y resalto su esfuerzo por despertar el interés a problemas globales en los estudiantes,POS,0.881,False,False,False,0
7747,0,Me gusta lo que quiere intentar con sus clases,POS,0.8793,False,False,False,0
7747,1,El tema de relacionar los factores sociales políticos y económicos para comprender la complejidad de los sucesos sociales,NEU,0.6766,False,False,False,1
7751,0,"La profesora siempre ha demostrado tener un gran conocimiento en el area, ademas de siempre incentivar las participaciones y el pensamiento critico en problematicas de la actualidad",POS,0.8031,False,False,False,0
7751,1,Utiliza talleres como medios para evaluar el conocimiento,NEU,0.6086,False,False,False,1
7751,2,tambien valora la participacion en clase,NEU,0.6956,False,False,False,0
7761,0,"Se nota que es experta en el tema, no sólo se queda en lo propio de la materia sino escala a nivel actual la conversación en la clase",POS,0.712,True,False,False,2
7765,0,"la profesora tiene una mala actitud en clase, constantemente tratando a los estudiantes como si fueran idiotas o niños pequeños, lo que no incentiva la participación",NEG,0.9815,True,False,False,3
7767,0,excelente profe,POS,0.4789,False,False,False,0
7768,0,La docente es una persona que demuestra un gran conocimiento y manejo de su area,POS,0.9445,False,False,False,-1
7772,0,La profe es muy profesional en su conocimiento y así mismo agradezco que sea quien aporte al pensamiento crítico para seguir construyendo,POS,0.9673,False,False,False,-1
7772,1,Es agradable y comprometida,POS,0.8784,False,False,False,1
7774,0,La profesor sabe mucho del tema,NEU,0.5385,False,False,False,0
7781,0,"Es muy buen profesor, las clases son muy interesantes e importantes y las lecturas también",POS,0.9811,False,False,False,0
7783,0,gran docente,POS,0.6621,False,False,False,0
7787,0,excelente profesor,POS,0.44,False,False,False,0
7789,0,"Además de ser un profe académico excelente, es un profe que tiene la capacidad de aterrizar reflexiones importantes de la actualidad, además de su calidad humana y empática para abarcar temas complejos",POS,0.9585,False,False,False,0
7790,0,"Siempre nos pregunta si entendimos lo que nos explica, nos da retroalimentación de nuestras notas y está pendiente de las fallas",NEU,0.616,False,False,False,-1
7792,0,me parece que hay un buen manejo de la información de la clase como también del la información del curso,POS,0.7063,False,False,False,0
7797,0,Hacer pausas activas para tener una compresión del tema más eficaz e interesante,POS,0.5896,False,False,False,-1
7799,0,Domina los temas y analiza acertadamente contextos sociales de la globalización,NEU,0.5697,False,False,False,1
7799,1,"Así mismo, explica bastante bien y es puntual",POS,0.9503,False,False,False,6
7800,0,"El trato hacia los estudiantes me parece curioso e incluso irrespetuoso, el profesor Roberth debe mejorar ese aspecto",NEG,0.9578,False,False,True,-1
7802,0,"Ya que contamos con dos docentes me oarece interesante como se detallan estos aspectos y estos dos modos de aprendizaje muy interesante, ambos tienen un modo de sustentar diferente entre académico y didáctico",POS,0.9595,False,False,False,-1
7803,0,Se le nota la experticie en los temas hablados,NEU,0.5916,False,False,False,1
7804,0,Buen dominio del tema,POS,0.8176,False,False,False,1
7806,0,Tiene un buen dominio del tema,POS,0.9418,False,False,False,1
7809,0,"Es muy bueno explicando y sintetizando, además de llegar a una síntesis clara y fuerte del tema",POS,0.9703,False,False,False,1
7811,0,Seguir fortaleciendo los procesos de aprendizaje con materiales como videos y demás,POS,0.7256,False,False,False,0
7812,0,Desarrolla de manera progresiva y relaciona los temas tratados de gran manera,POS,0.7467,False,False,False,1
7814,0,Conoce bien del tema y trata de hacerlo dinámico,POS,0.628,False,False,False,8
7815,0,El docente tiene buen manejo de los temas y los explica de manera clara resolviendo las dudas que tienen los estudiantes también es cumplido en los horarios de clase y en fechas de entregas,POS,0.6364,False,False,False,0
7818,0,"Responde lo que se le pregunta de manera clara y con ejemplos actuales, son didácticos con videos e imágenes, refuerzan el pensamiento critico y resolutivo",POS,0.7844,False,False,False,1
7820,0,Tiene dominios de los temas que presenta además de poder enseñar algunos conceptos que no sean claros,NEG,0.5614,True,False,False,0
7821,0,"El docente evidencia al explicar las temáticas de clase que posee un gran manejo de estos, por lo que hace que las clases sean fáciles de comprender",POS,0.8287,False,False,False,0
7823,0,"Incita a la lectura, para que se podamos comprender de una mejor manera los temas",POS,0.6615,False,False,False,12
7824,0,El profesor esta pendiente de los trabajos de los estudiantes,NEG,0.8164,False,False,False,0
7825,0,Sabe del tema,NEU,0.695,False,False,False,1
7829,0,"El prfesor Alvaro y el profesor Robert se nota que tienen un conocimiento alto del tema, utilizan videos y materiales que ofrecen un visual a la clase",POS,0.9433,False,False,False,-1
7830,0,Buen dominio de los temas,POS,0.8656,False,False,False,1
7839,0,es muy preciso y explica muy bien las clases,POS,0.9611,False,False,False,-1
7840,0,Los temas y lecturas abordados son muy relevantes y llamativos para el aprovechamiento dentro y fuera de la clase,POS,0.9234,False,False,False,0
7842,0,Cumple con los compromisos de la clase y realiza retroalimentación apta,NEU,0.6662,False,False,False,0
7849,0,"Creo que el docente alvaro tiene una buena manera de comunicar el tema, es didáctico y converge varios métodos, me gusta cuando el da la clase porque se puede ver el hilo conductor de la discusión, también se puede apreciar por medio de canciones y formas aquellas lecturas que profundizamos en clase",POS,0.9635,False,False,False,0
7850,0,Se nota el gran conocimiento que tiene sobre todos los temas,POS,0.97,False,False,False,1
7851,0,"Fue una de las materias del semestre con mejores herramientas, temas y dinámicas, gracias por las reflexiones, a Roberth, Álvaro y la Monitora por todo su compromisoy los espacios",POS,0.971,False,False,False,1
7859,0,La clase no es aprovechable ni amena por algunas actitudes del docente un poco radicales y poco maduras,NEG,0.9608,True,True,False,3
7861,0,Amplio conocimiento y manejo adecuado de los temas del curso,POS,0.6375,False,False,False,-1
7864,0,Se nota su amplio conocimiento en el área,POS,0.6992,False,False,False,1
7865,0,El profesor concoce mucho y hace todo lo posible para que entendamos,POS,0.8161,False,False,False,0
7871,0,"Explica bien los temas y me gusta que la clase en sí, me hace reflexionar y pensar mucho con sus temas",POS,0.9674,False,False,False,0
7872,0,Conoce del tema y es amable con los estudiantes,POS,0.7855,False,False,False,0
7872,1,La clase es interesante,POS,0.6675,False,False,False,0
7875,0,"Considero que la clase me ha ayudado a mejorar en la comprensión de las problemáticas sociales y es muy dinámica, razón por la cual la encuentro valiosa",POS,0.9653,False,False,True,-1
7878,0,"Es un buen profesor, y demuestra dominio en su área",POS,0.9595,False,False,False,0
7887,0,"A pesar de la condición o problema con su garganta ha explicado bien los temas en todo momento claro y con un buen tono, es creativo y tiene un buen manejo de los temas",POS,0.9512,False,False,False,1
7888,0,Su puntualidad y forma dinámica de enseñar facilitan la concentración en clase,POS,0.8907,False,False,False,6
7901,0,Un profesional con excelente calidad humana y compromiso con su profesión,POS,0.9589,False,False,False,1
7904,0,"Es un docente que se compromete con la enseñanza y métodos de enseñanza muy iguales para todos, busca implementar ejemplos prácticos, acercados a la realidad",POS,0.8844,False,False,False,-1
7918,0,Es excelente,NEU,0.4688,False,False,False,1
7927,0,Es excelente,NEU,0.4688,False,False,False,1
7930,0,"El profesor se caracteriza por ayudar a sus estudiantes siempre que no tiene claro un tema y carece de mucha paciencia y amabilidad frente a sus estudiantes, lo cual hace que el espacio académico sea agradable",NEG,0.8374,True,False,False,-1
7936,0,Es excelente,NEU,0.4688,False,False,False,1
7938,0,Es un docente que explica de manera clara los temas correspondientes a la asignatura que permiten analizar de manera crítica que permiten analizar sobre el que hacer profesional,POS,0.5009,False,False,False,-1
7941,0,"excelente profesor, tiene demasiado conocimiento y promueve el respeto y el análisis critico de el programa y el conocimiento",POS,0.9621,False,False,False,0
7941,1,resalta la importancia de la ética y del cuidado,POS,0.6366,False,False,False,-1
7944,0,Muy buen docente en general,POS,0.9506,False,False,False,0
7948,0,es un procesor que sabe varios temas,POS,0.5648,False,False,False,-1
7949,0,"Que cuando uno pague supletorio, aplique el parcial",NEU,0.861,False,False,False,-1
7950,0,Ninguno en especial,NEU,0.6765,True,False,False,11
7951,0,el profesor tiene mucho conocimiento y una gran riquesa investigativa,POS,0.963,False,False,False,0
7952,0,"Esta ha sido una clase que me ha dado un poco de luz frente a temas de mi tesis que me han generado dudas en el desarrollo, al igual que da un panorama desde la complejidad para abordar el tema a trabajar",NEU,0.4948,False,True,False,-1
7955,0,Dominio del tema y uso del aula virtual,NEU,0.866,False,False,False,-1
7955,1,no muy bien,NEU,0.4654,True,False,False,11
7957,0,Carlos es un procefor con mucho conocimiento y experiencia que enriquece y diversifica el espacio de clase con diferentes tópicos y enfoques en los que se puede desarrollar la clase,POS,0.8986,False,False,False,0
7957,1,"nos fomenta a aprender nuevas formas de ver problematicas sociales, primando incluso nuestras propias tesis",NEU,0.5287,False,False,False,-1
7958,0,Nos permite evidenciar más aspectos sobre nuestro proyecto de investigación/tesis,POS,0.7601,False,False,False,-1
7962,0,Siempre muy puntual y conoce de los temas,POS,0.903,False,False,False,6
7965,0,El espacio de clases es demasiado rígida,NEG,0.9144,False,False,False,3
7965,1,"Exposiciones constantes de estudiantes, se hace tediosa la clase",NEG,0.9778,False,False,False,-1
7966,0,"Son muy gratas las conversaciones que se dan dentro del curso, y también disfruto de las explicaciones que da el docente",POS,0.973,False,False,False,-1
7968,0,"buen docente, atento",POS,0.9196,False,False,False,-1
7985,0,"Excelente docente, las clases son interesantes, nada aburridas y dinámicas",POS,0.9564,True,False,False,-1
7987,0,Es muy refrescante tener una clase tan interesante al final de la carrera,POS,0.9738,False,False,False,0
7987,1,El dominio del docente sobre el tema es evidente,NEG,0.7023,False,False,False,0
7987,2,"su pasión hace que la clase sea amena, que enganche, que conmueva",POS,0.9383,False,False,False,-1
7987,3,"Logra dirigir reflexiones profundas y relevantes que pueden cambiar y clarificar posicionamientos ante el mundo, más allá de la clase",POS,0.68,False,False,False,-1
7987,4,"La retroalimentación es oportuna y los diferentes talleres permiten implementar lo aprendido, así como los otros recursos (videos, canciones, etc)permiten acercarse de otras formas no catedráticas a los contenidos",NEU,0.5769,True,False,False,1
7987,5,"Una excelente clase, sumamente valiosa para la carrera y para el mundo",POS,0.9778,False,False,False,0
7988,0,"Me gusta mucho las explicaciones en clase con los ejemplos que se dan, resaltando las presentaciones",POS,0.9477,False,False,False,0
7990,0,"Excelente clase, considero que aprendí mucho y los espacios de aprendizaje fueron propicios",POS,0.9777,False,False,False,0
7994,0,Se preocupa bastante porque los estudiantes se apropien de los conceptos y sean capaces de aplicarlos,POS,0.6639,False,False,False,0
7998,0,Temario muy interesante,POS,0.8768,False,False,False,1
7999,0,Es un profesor que explica bien y tiene un gran conocimiento de los temas a explicar en cada clase,POS,0.9751,False,False,False,-1
8005,0,La profe tiene un gran conocimiento de los temas a explicar y siempre está dispuesta a escuchar y resolver dudas,POS,0.9368,False,False,False,0
8023,0,Me gusta la dinámica de la clase y el manejo del tema,POS,0.9486,False,False,False,0
8030,0,Tiene dominio sobre las oportunidades de problematizar la crisis como fenómeno de la sociedad,NEU,0.5025,False,False,False,1
8032,0,Intenta implementar siempre las lecturas propuestas desde ambitos de la cotidianidad,NEU,0.638,False,False,False,12
8038,0,"Fue un espacio muy importante, las actividades, las temáticas, es buen profesor",POS,0.9768,False,False,False,-1
8046,0,excelente profesor,POS,0.44,False,False,False,0
8049,0,"Excelente docente, maneja muy bien el orden de las clases y su exigencia es oportuna para el aprendizaje",POS,0.9705,False,False,False,0
8050,0,Me gusta que planea la clase de manera organizada,POS,0.9428,False,False,False,-1
8050,1,Además de explicar muy bien los temas en cada clase,POS,0.9191,False,False,False,0
8054,0,"En lo personal, me gusta mucho la explicación de la historia política del siglo pasado, por ende, agradezco el ejercicio de síntesis de la información",POS,0.9077,False,False,False,-1
8055,0,"Excelente clase, considero que aprendí mucho y los espacios de aprendizaje fueron propicios",POS,0.9777,False,False,False,0
8060,0,"Excelente docente, muy preparado, mucha profesionalidad, un gran ser humano y magnífico historiador y científico social, muestra pasión por su profesión y por la historia medieval y profundiza en más allá de occidente",POS,0.9575,False,False,False,0
8061,0,"el profesor Rubio es una persona que demuestra un amplio conocimiento del mundo, no solo impulsa a querer la investigaciòn si no que además aporta a la creación de conocimiento",POS,0.9464,True,False,False,-1
8061,1,su papel en el aula es fundamental para los investigadores sociales en formaciòn,POS,0.6766,False,False,False,-1
8062,0,Carlos es un excelente profesor con un conocimiento inmenso,POS,0.9757,False,False,False,0
8063,0,Extremandamente interesante,NEU,0.4904,False,False,False,-1
8065,0,Me gusta mucho el planteamiento del curso y la organización del mismo,POS,0.9595,False,False,False,0
8066,0,"Excelente clase, considero que aprendí mucho y los espacios de aprendizaje fueron propicios",POS,0.9777,False,False,False,0
8083,0,El profe sabe muchísimo del tema y el tema en sí propicia a que las lecturas y el material de clase genere interes,POS,0.8028,False,False,False,0
8085,0,El profe explica muy bien y si uno tiene una duda se la aclara de manera sencilla,POS,0.8981,False,False,False,0
8086,0,"Sabe perfectamente el tema, se nota que se esfuerza por las clases y las hace interesante",POS,0.9517,False,False,False,-1
8087,0,Es una profesora muy apasionada y dedicada a sus estudiantes,POS,0.9699,False,False,False,2
8095,0,"La mejor clase del mundo mundial, y el docente Ricardo maneja muy bien todo en la clase en pro de nuestra formación",POS,0.9798,False,False,False,0
8099,0,la docente es excelente,POS,0.9373,False,False,False,0
8102,0,Excelente comunicación,POS,0.5369,False,False,False,1
8103,0,"Excelente clase, considero que aprendí mucho y los espacios de aprendizaje fueron propicios",POS,0.9777,False,False,False,0
8106,0,Me gusta muchísimo la materia,POS,0.9665,False,False,False,-1
8106,1,Tanto el temario que hemos estado manejando como los debates bien organizados,POS,0.6931,False,False,False,4
8107,0,"Es una profesora muy comprensiva, servicial y erudita",POS,0.9626,False,False,False,2
8108,0,"Es de los mejores profesores del Externado, muy apasionado por la enseñanza y muy íntegro",POS,0.9701,False,False,False,-1
8120,0,"Sabe mucho del tema, se ve que tiene pasión por lo que hace y promueve el interes por el tema",POS,0.9465,False,False,False,1
8123,0,"Excelente clase, considero que aprendí mucho y los espacios de aprendizaje fueron propicios",POS,0.9777,False,False,False,0
8129,0,"Excelente clase, considero que aprendí mucho y los espacios de aprendizaje fueron propicios",POS,0.9777,False,False,False,0
8134,0,Maravillosa docente,NEU,0.4922,False,False,False,0
8135,0,La profe es muy amable,POS,0.9529,False,False,False,0
8136,0,"Es puntual y paciente, siempre esta dispuesta a escuchar a los estudiantes",POS,0.8615,False,False,False,-1
8141,0,El docente demuestra un dominio claro de los temas abordados y fomenta la participación activa de los estudiantes,POS,0.7349,False,False,False,0
8141,1,El espacio académico se caracteriza por un ambiente de aprendizaje colaborativo y una adecuada organización de los contenidos,POS,0.7051,False,False,False,4
8146,0,Es una clase de mucho aprendizaje colectivo,POS,0.8827,False,False,False,0
8148,0,"La metodología de clase permite analizar la tesis desde diferentes enfoques, lo que brinda un panorama más amplio del proyecto de investigación",NEU,0.5538,False,False,False,-1
8148,1,"Además, nos motiva a que la tesis no se quede únicamente como un proyecto plasmado en papel, sino que también nos invita a reconocer que, a través de nuestros trabajos, estamos contribuyendo a la creación de nuevo conocimiento",POS,0.8307,True,False,False,-1
8150,0,"Resalto lo respetuoso, flexible y buen docente que es",POS,0.9612,False,False,False,0
8151,0,Su interés y dominio sobre las diversas temáticas que se presentan dentro del área de investigación,POS,0.5,False,False,False,-1
8156,0,"En una ocasión una alumna tuvo que llevar a su hijo y la profesora manejó la situación de forma ejemplar, nos dió cátedra con sus acciones y creo que eso es de lo más importante en la pedagogía",POS,0.9651,False,False,False,-1
8156,1,Explíca los conceptos con mucha emoción y nos contagia de eso,POS,0.8558,False,False,False,-1
8156,2,"Escucha de manera atenta las necesidades o dudas de los estudiantes, presenta flexibilidad en la clase según las necesidades de sus alumnos",NEU,0.7295,False,False,False,-1
8156,3,"Una vez escuché que el arte y la docencia era como un resfriado, que por más que se le dé vueltas, si no estás contagiado, así mismo no puedes contagiarlo y estar en clase con ella es sentir su amor a la neurociencia y a la pedagogía, por formar nuevas figuras de la psicología",POS,0.6376,True,False,False,-1
8164,0,Es puntual y demuestra interés por enseñar bien la materia,POS,0.9323,False,False,False,-1
8165,0,"Es muy alegre , se nota la pasión que tiene por su materia y el conocimiento",POS,0.9801,False,False,False,1
8167,0,Muy buena explicación de los temas,POS,0.9517,False,False,False,1
8168,0,Entiende la clase desde las problematicas sociales,NEU,0.6843,False,False,False,-1
8172,0,"ninguno, es perfecto",NEU,0.5686,True,False,False,11
8173,0,El profe explica de manera interactiva,POS,0.8434,False,False,False,0
8175,0,"Es un buen docente, explica de forma clara y conecta muy bien con los estudiantes",POS,0.9735,False,False,False,0
8177,0,Nada que decir,NEU,0.5933,True,False,False,11
8178,0,"Nos explica con temas del día a día, lo que nos ayuda a comprender el tema de una manera clara y precisa",POS,0.8264,False,False,False,1
8181,0,Muy buen docente,POS,0.9422,False,False,False,0
8185,0,"El docente es muy dedicado a su materia, cuenta con mucho material que permite comprender mejor los temas que se ven y genera un ambiente agradable en la clase",POS,0.965,False,False,False,0
8187,0,Es empatico,NEU,0.5026,False,False,False,1
8189,0,Identifico técnicas para que los estudiantes prestaran más atención de forma más participativa,NEU,0.5058,False,False,False,0
8190,0,Domina los temas y hace reflexiones acertadas,POS,0.8945,False,False,False,1
8194,0,Es una clase interesante,POS,0.6884,False,False,False,0
8194,1,creo que un poco estricta para ser de tercer semestre,NEU,0.5636,False,True,False,3
